date,market_state,regime_confidence,p_bull,p_chop,p_bear,transition_risk,breadth,vix,macro_score,news_bias,suppression_score,portfolio_return,gross_exposure,net_exposure
2019-12-06,CHOP,1.0,0.9684222923071977,0.025655391630999936,0.005922316061802455,0.013125008314111685,0.18697385910500663,14.3100004196167,0.03792690639593434,0.0,0.0,-0.00436308610145765,1.0,0.7483198581073734
2019-12-13,CHOP,0.8558314350708012,0.9487517102098055,0.03777302981254353,0.01347525997765079,0.11013360175579301,0.16393442622950818,13.350000381469727,-0.013719157886816602,-0.37947544085923857,0.4416856492919877,0.002360420455658481,1.0,0.7558424071633999
2019-12-20,CHOP,1.0,0.9628207685171816,0.029008421367852793,0.008170810114965532,0.10949711521516829,0.18298626495347806,12.119999885559082,0.010766911883305471,-0.15854961001496293,0.4704801532864614,0.008122167201351652,0.9999999999999999,0.731698132645039
2019-12-27,CHOP,0.8621811093784684,0.9740198087528842,0.021700782051431694,0.004279409195684162,0.0867292694376895,0.19184758529020823,11.119999885559082,1.7072042851542069,0.07771161794812176,0.3781889062153168,0.019365013344619278,1.0,0.7592234846192344
2020-01-03,CHOP,0.9,0.9856624882587576,0.012544311091755368,0.0017932006494871277,0.00846534825578894,0.2410279131590607,11.489999771118164,1.7314102156045676,0.2559272700322069,0.0,0.006246534938898925,1.0,0.7542907882281967
2020-01-10,CHOP,0.7902991022707679,0.9656458586673046,0.02753141274342314,0.006822728589272235,0.21724285730054738,0.24900310146211785,14.0,1.6009087029282274,-0.5087082908493787,1.0,0.031027502834149248,0.6846337114841344,0.6846337114841344
2020-01-17,CHOP,0.9,0.9840661876631152,0.01415930643120413,0.0017745059056807715,0.011830811696627856,0.3225520602569783,14.180000305175781,1.6998971656920225,0.14812405743013818,0.0,-0.004151891329817803,1.0,0.7435928043016738
2020-01-24,CHOP,1.0,0.9520183435879648,0.03850516986022187,0.009476486551813147,0.1135525909904545,0.3212228622064688,15.859999656677246,0.0056750317924284255,-0.1545565642268301,0.43819716281933613,-0.006888607162146701,1.0,0.75
2020-01-31,CHOP,0.8362583901693349,0.9334074474257296,0.05108982324107107,0.015502729333199511,0.15227717931583018,0.3043863535666814,16.799999237060547,0.0008540782910705612,-0.15969009437332327,0.6374160983066512,0.011556945763130254,0.7328516050393028,0.7328516050393028
2020-02-07,CHOP,0.9,0.9696485982431831,0.02551016651930157,0.00484123523751519,0.023347045266720583,0.28932210899424016,13.779999732971191,0.050761521002675725,0.05049073571963523,0.0,-0.007214240131331944,1.0,0.75
2020-02-14,CHOP,1.0,0.9733393974594777,0.022523039361711895,0.004137563178810365,0.00782049279119908,0.27558706247230835,13.369999885559082,0.08178951144339427,0.23911703113372332,0.0,-0.054265125593289526,1.0,0.7623077323776117
2020-02-28,BEAR,0.9,0.0008180232355430157,0.011273120248897412,0.9879088565155595,0.4452789153455338,0.22463447053610988,17.770000457763672,0.00930999779316491,-0.06411226790784141,0.0,-0.03847381661198297,0.6777345819188375,0.3782654180811627
2020-03-06,BEAR,0.9,0.0005626437591891703,0.007651733608491405,0.9917856226323194,0.0034999489779158934,0.17323881258307489,23.25,0.018575808818840037,0.19416945028331437,0.0,-0.06037276472065953,0.6697486909954292,0.3817486909954292
2020-03-13,BEAR,0.9,0.00010501459457168938,0.0022437447887897473,0.9976512406166387,0.003130282888530246,0.08506867523260966,41.15999984741211,-0.09547196196714038,0.253992026778327,0.0,-0.01996638632061711,0.49192923418527557,0.24712923418527558
2020-03-20,BEAR,1.0,5.326924454500223e-05,0.0015467607079984681,0.9983999700474564,0.000667588083285742,0.03943287549844927,72.19999694824219,-0.3702033045720374,-0.13887770599600646,0.0,-0.0047504507105284605,0.5125944399370568,0.2575944399370567
2020-03-27,BEAR,0.9,9.055223152100904e-05,0.0018302064690820829,0.998079241299397,0.0005465901230515955,0.03677447939743022,71.52999877929688,-0.2455519548962286,0.6489333343810311,0.0,-0.001047676577023463,0.48950212046837643,0.24470212046837644
2020-04-03,BEAR,1.0,7.142250226946075e-05,0.001828530587386446,0.9981000469103442,0.00040363764331129224,0.04031900753212229,60.04999923706055,-0.25101935452618307,0.0979828733514107,0.0,0.03889697672144949,0.510369904761939,0.25536990476193905
2020-04-17,BEAR,0.9,0.0001649019573007964,0.0029466478427540303,0.9968884501999451,0.0012005088711506827,0.08329641116526362,46.099998474121094,-0.12037384949790003,0.31370534531602384,0.0,0.005544411227542812,0.5135907272513863,0.2654894749259238
2020-04-24,BEAR,0.7791921807457068,7.339523974557571e-05,0.0026510432080452313,0.9972755615522092,0.20073376684602612,0.10013291980505096,39.22999954223633,-0.17059155315851593,-0.33819150333916204,1.0,0.019077504712654167,0.3729786669791404,0.3729786669791404
2020-05-08,BEAR,1.0,0.00032483325612554635,0.004574713122086217,0.9951004536217883,0.0020236744955568478,0.09392999556933983,39.93000030517578,-0.07358188345213426,0.4048001584126696,0.0,-0.0043753428154012924,0.5463534236617056,0.27318570209060544
2020-05-15,BEAR,0.8760496278510734,0.00015417516977532034,0.0035027193032631226,0.9963431055269615,0.049222151583743885,0.09614532565352238,38.18000030517578,-0.13683840864374683,-0.1003036436072911,0.2395037214892658,0.021178065941959996,0.5183212456940531,0.2517284774491626
2020-05-22,BEAR,0.9,0.0003459951603412718,0.005229170384734896,0.9944248344549239,0.002047454123500416,0.10544971200708905,32.9900016784668,-0.05619986639583122,0.22017049962671487,0.0,-0.012787115106030403,0.53064,0.26136
2020-05-29,BEAR,0.8654908364194033,0.00034358439843659266,0.005628504408016882,0.9940279111935465,0.07046116211264844,0.11165263624280018,30.020000457763672,-0.028318825294675165,0.28061317218349646,0.34509163580596747,0.010419785376408749,0.5175549690722827,0.2521468972260256
2020-06-05,BEAR,1.0,0.00044901357243862813,0.00784391041423264,0.9917070760133289,0.024341490611616372,0.16393442622950818,29.690000534057617,-0.1078584542725262,-0.2660429584129498,0.10774363634348219,-0.012317818997401118,0.5527500000000001,0.2722500000000001
2020-06-12,BEAR,1.0,0.0002770723606195404,0.006960436871496023,0.9927624907678845,0.16963595351231708,0.20381036774479397,29.65999984741211,-0.086784328964662,-0.14479068839105194,0.8382905027711,0.02020953374383339,0.4105626973704536,0.4105626973704536
2020-06-19,BEAR,0.9,0.0008696171583944262,0.010832323668531988,0.9882980591730736,0.004523305814729064,0.23482498892334958,31.459999084472656,-0.053254013190554506,0.16157791661742638,0.0,0.007912672655277918,0.5284840122848826,0.26351598771511753
