date,signal_date,exit_date,ticker,close,entry_price,weight,gross_weight,kinetic_energy,efficiency,leverage_mult,market_state,regime_confidence,regime_score,decision_reason,nifty_vol,universe_size,fwd_return,net_pnl,structure_tag,side,score,long_score,short_score,breadth,macro_score,news_bias,suppression_score,p_bull,p_chop,p_bear,transition_risk,mom_z,break_score
2019-12-06,2019-12-05,2019-12-13,GRANULES,127.1500015258789,127.0,0.09152005159731874,0.09152005159731874,2.6930917327102115,0.025493101184150838,0.9714140978438242,CHOP,1.0,0.9624999762453952,Probabilistic mixed/chop regime | No GDELT context,0.143100004196167,2257,0.022834597610113194,2089.8235514815706,VACUUM,LONG,0.7509059233449478,0.7509059233449478,,0.18697385910500663,0.03792690639593434,0.0,0.0,0.9684222923071977,0.025655391630999936,0.005922316061802455,0.013125008314111685,0.9622635724833053,
2019-12-06,2019-12-05,2019-12-13,LIBERTSHOE,129.89999389648438,130.64999389648438,0.0636099427372792,0.0636099427372792,1.696146463130286,0.025493101184150838,1.0067205675705062,CHOP,1.0,0.9624999762453952,Probabilistic mixed/chop regime | No GDELT context,0.143100004196167,2257,-0.024492897801262736,-1557.9918266083541,VACUUM,LONG,0.7282578397212545,0.7282578397212545,,0.18697385910500663,0.03792690639593434,0.0,0.0,0.9684222923071977,0.025655391630999936,0.005922316061802455,0.013125008314111685,1.562032114242868,
2019-12-06,2019-12-05,2019-12-13,RELIANCE,708.9964599609375,709.9793701171875,0.07482390726473402,0.07482390726473402,4.299121240687241,0.025493101184150838,1.0067205675705062,CHOP,1.0,0.9624999762453952,Probabilistic mixed/chop regime | No GDELT context,0.143100004196167,2257,0.01738563871536347,1300.861418976526,VACUUM,LONG,0.7258188153310106,0.7258188153310106,,0.18697385910500663,0.03792690639593434,0.0,0.0,0.9684222923071977,0.025655391630999936,0.005922316061802455,0.013125008314111685,1.4276650943432978,
2019-12-06,2019-12-05,2019-12-13,LALPATHLAB,832.7000122070312,827.8499755859375,0.0666026452067406,0.0666026452067406,3.087539546550097,0.025493101184150838,1.0067205675705064,CHOP,1.0,0.9624999762453952,Probabilistic mixed/chop regime | No GDELT context,0.143100004196167,2257,-0.08195926506842555,-5458.703852757554,VACUUM,LONG,0.7248432055749128,0.7248432055749128,,0.18697385910500663,0.03792690639593434,0.0,0.0,0.9684222923071977,0.025655391630999936,0.005922316061802455,0.013125008314111685,0.2707319143170475,
2019-12-06,2019-12-05,2019-12-13,DLF,221.10000610351562,221.89999389648438,0.06715994471070338,0.06715994471070338,3.4663193270177013,0.025493101184150838,1.006720567570506,CHOP,1.0,0.9624999762453952,Probabilistic mixed/chop regime | No GDELT context,0.143100004196167,2257,0.01892750032697399,1271.1698754713932,VACUUM,LONG,0.7222299651567945,0.7222299651567945,,0.18697385910500663,0.03792690639593434,0.0,0.0,0.9684222923071977,0.025655391630999936,0.005922316061802455,0.013125008314111685,1.5605000734037568,
2019-12-06,2019-12-05,2019-12-13,BHARTIARTL,439.10577392578125,443.5719299316406,0.04816659828306019,0.04816659828306019,2.3365424628529703,0.025493101184150838,1.0067205675705062,CHOP,1.0,0.9624999762453952,Probabilistic mixed/chop regime | No GDELT context,0.143100004196167,2257,-0.026333259144414867,-1268.3835146927522,VACUUM,LONG,0.7137630662020906,0.7137630662020906,,0.18697385910500663,0.03792690639593434,0.0,0.0,0.9684222923071977,0.025655391630999936,0.005922316061802455,0.013125008314111685,1.8996780470917374,
2019-12-06,2019-12-05,2019-12-13,BALRAMCHIN,165.6999969482422,166.0,0.05259216895519311,0.05259216895519311,1.4497326085131104,0.025493101184150838,1.0067205675705062,CHOP,1.0,0.9624999762453952,Probabilistic mixed/chop regime | No GDELT context,0.143100004196167,2257,-0.0093373677816736,-491.0724239705546,VACUUM,LONG,0.7111149825783972,0.7111149825783972,,0.18697385910500663,0.03792690639593434,0.0,0.0,0.9684222923071977,0.025655391630999936,0.005922316061802455,0.013125008314111685,1.388864226857737,
2019-12-06,2019-12-05,2019-12-13,ICICIGI,1366.199951171875,1374.699951171875,0.06417969325382812,0.06417969325382812,1.657351844367513,0.025493101184150838,1.0067205675705062,CHOP,1.0,0.9624999762453952,Probabilistic mixed/chop regime | No GDELT context,0.143100004196167,2257,-0.02651484139560989,-1701.7143874441465,VACUUM,LONG,0.7094425087108015,0.7094425087108015,,0.18697385910500663,0.03792690639593434,0.0,0.0,0.9684222923071977,0.025655391630999936,0.005922316061802455,0.013125008314111685,1.0551752749705996,
2019-12-06,2019-12-05,2019-12-13,MFSL,527.2999877929688,527.0,0.041883641902573106,0.041883641902573106,3.124414172614086,0.025493101184150838,1.0067205675705062,CHOP,1.0,0.9624999762453952,Probabilistic mixed/chop regime | No GDELT context,0.143100004196167,2257,-0.03709675103030119,-1553.7470359020451,VACUUM,LONG,0.7041463414634146,0.7041463414634146,,0.18697385910500663,0.03792690639593434,0.0,0.0,0.9684222923071977,0.025655391630999936,0.005922316061802455,0.013125008314111685,2.0653577391718114,
2019-12-06,2019-12-05,2019-12-13,BIOCON,286.6000061035156,288.04998779296875,0.0472750242529617,0.0472750242529617,2.9028077002695163,0.025493101184150838,1.0067205675705062,CHOP,1.0,0.9624999762453952,Probabilistic mixed/chop regime | No GDELT context,0.143100004196167,2257,0.020656179341023595,976.5213793204169,VACUUM,LONG,0.7023693379790941,0.7023693379790941,,0.18697385910500663,0.03792690639593434,0.0,0.0,0.9684222923071977,0.025655391630999936,0.005922316061802455,0.013125008314111685,1.576445139547126,
